date,tempreature,humidity,water_level,N,P,K,Fan_actuator_OFF,Fan_actuator_ON,Watering_plant_pump_OFF,Watering_plant_pump_ON,Water_pump_actuator_OFF,Water_pump_actuator_ON
2024-01-12 04:08:00,29,0,50,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
2024-01-12 04:09:00,29,0,80,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:09:00,29,0,81,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:09:00,29,0,49,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
2024-01-12 04:09:00,29,0,62,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
2024-01-12 04:09:00,29,0,90,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:09:00,29,0,85,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:09:00,29,0,54,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
2024-01-12 04:09:00,29,0,95,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:09:00,29,0,79,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:10:00,29,1,0,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
2024-01-12 04:10:00,29,2,86,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:10:00,29,1,72,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:10:00,29,5,85,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:10:00,29,1,64,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
2024-01-12 04:10:00,29,1,56,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
2024-01-12 04:10:00,29,4,40,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
2024-01-12 04:10:00,29,0,72,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:10:00,29,0,76,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:11:00,29,0,77,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:11:00,29,1,0,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
2024-01-12 04:11:00,29,0,69,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
2024-01-12 04:11:00,29,0,72,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:11:00,29,3,86,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:11:00,29,5,88,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:11:00,29,0,91,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:11:00,29,0,80,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:11:00,29,0,78,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:12:00,29,2,65,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
2024-01-12 04:12:00,29,1,63,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
2024-01-12 04:12:00,29,0,65,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
2024-01-12 04:12:00,29,0,73,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:12:00,29,1,72,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:12:00,29,3,78,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:12:00,29,0,74,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:12:00,29,0,0,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
2024-01-12 04:12:00,29,3,70,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:13:00,29,3,70,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:13:00,29,3,67,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
2024-01-12 04:13:00,29,0,65,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
2024-01-12 04:13:00,29,0,68,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
2024-01-12 04:13:00,29,3,74,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:13:00,29,0,77,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:13:00,29,0,74,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:13:00,29,0,79,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:13:00,29,0,56,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
2024-01-12 04:14:00,29,1,58,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
2024-01-12 04:14:00,29,0,89,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:14:00,29,0,82,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:14:00,29,0,0,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
2024-01-12 04:14:00,29,0,63,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
2024-01-12 04:14:00,29,3,74,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:14:00,29,0,97,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:15:00,29,0,0,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
2024-01-12 04:15:00,29,0,88,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:15:00,29,0,78,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:15:00,29,1,70,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:15:00,29,0,62,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
2024-01-12 04:15:00,29,1,68,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
2024-01-12 04:15:00,29,0,46,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
2024-01-12 04:15:00,29,1,38,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
2024-01-12 04:15:00,29,4,0,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
2024-01-12 04:16:00,29,2,79,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:16:00,29,1,73,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:16:00,29,0,73,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:16:00,29,1,35,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
2024-01-12 04:16:00,29,0,65,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
2024-01-12 04:16:00,29,0,81,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:16:00,29,0,85,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:16:00,29,0,79,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:16:00,29,0,76,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:17:00,29,3,76,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:17:00,29,0,71,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:17:00,29,0,0,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
2024-01-12 04:17:00,29,0,88,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:17:00,29,1,75,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:17:00,29,1,61,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
2024-01-12 04:17:00,29,2,73,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:17:00,29,1,71,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:18:00,29,1,0,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
2024-01-12 04:18:00,29,0,91,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:18:00,29,0,0,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
2024-01-12 04:18:00,29,0,99,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:18:00,29,5,0,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
2024-01-12 04:19:00,29,0,6,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
2024-01-12 04:19:00,29,0,82,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:19:00,29,1,67,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
2024-01-12 04:19:00,29,0,76,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:19:00,29,2,52,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
2024-01-12 04:19:00,29,1,88,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:19:00,29,0,0,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
2024-01-12 04:19:00,29,1,89,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:19:00,29,1,85,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:20:00,29,2,56,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
2024-01-12 04:20:00,29,0,88,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:20:00,29,3,84,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:20:00,29,3,72,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:20:00,29,0,64,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
2024-01-12 04:20:00,29,2,61,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
2024-01-12 04:20:00,29,2,71,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:20:00,29,5,14,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
2024-01-12 04:20:00,29,0,74,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:21:00,29,4,73,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:21:00,29,0,84,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:21:00,29,0,80,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:21:00,29,0,69,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
2024-01-12 04:21:00,29,1,76,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:21:00,29,2,74,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:21:00,29,2,59,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
2024-01-12 04:21:00,29,0,86,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:21:00,29,2,100,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:21:00,29,4,100,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:22:00,29,2,99,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:22:00,29,0,97,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:22:00,29,2,97,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:22:00,29,0,83,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:22:00,29,3,94,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:22:00,29,4,85,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:22:00,29,3,81,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:22:00,29,3,64,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
2024-01-12 04:22:00,29,8,73,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:23:00,29,4,75,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:23:00,29,2,78,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:23:00,29,0,73,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:23:00,29,4,73,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:23:00,29,3,89,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:23:00,29,3,81,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:23:00,29,1,81,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:23:00,29,4,90,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:24:00,29,3,72,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:24:00,29,0,0,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
2024-01-12 04:24:00,29,0,90,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:24:00,29,2,91,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:24:00,29,0,88,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:24:00,29,4,82,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:24:00,29,4,80,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:24:00,29,0,74,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:24:00,29,6,93,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:25:00,29,1,81,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:25:00,29,0,97,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:25:00,29,2,99,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:25:00,29,0,100,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:25:00,29,0,96,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:25:00,29,4,94,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:25:00,29,0,92,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:25:00,29,1,97,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:25:00,29,1,93,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:26:00,29,0,83,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:26:00,29,0,86,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:26:00,29,0,78,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:26:00,29,1,77,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:26:00,29,3,68,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
2024-01-12 04:26:00,29,0,0,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
2024-01-12 04:26:00,29,5,0,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
2024-01-12 04:26:00,29,3,71,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:26:00,29,0,100,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:26:00,29,1,100,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:27:00,29,0,94,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:27:00,29,2,0,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
2024-01-12 04:27:00,29,1,90,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:27:00,29,2,60,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
2024-01-12 04:27:00,29,0,76,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:27:00,29,0,0,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
2024-01-12 04:27:00,29,2,100,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:27:00,29,4,96,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:27:00,29,0,86,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:28:00,29,0,86,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:28:00,29,2,88,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:28:00,29,5,72,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:28:00,29,1,86,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:28:00,29,4,67,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
2024-01-12 04:28:00,29,3,67,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
2024-01-12 04:28:00,29,0,81,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:28:00,29,3,82,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:28:00,29,2,92,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:29:00,29,1,90,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:29:00,29,0,79,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:29:00,29,2,83,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:29:00,29,1,79,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:29:00,29,0,67,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
2024-01-12 04:29:00,29,0,78,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:29:00,29,0,68,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
2024-01-12 04:29:00,29,0,73,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:29:00,29,0,81,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:30:00,29,1,63,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
2024-01-12 04:30:00,29,0,96,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:30:00,29,1,89,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:30:00,29,0,80,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:30:00,29,3,80,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:30:00,29,0,73,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:30:00,29,1,69,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
2024-01-12 04:30:00,29,0,74,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:30:00,29,2,80,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:31:00,29,0,75,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:31:00,29,0,71,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:31:00,29,0,65,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
2024-01-12 04:31:00,29,0,72,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:31:00,29,1,68,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
2024-01-12 04:31:00,29,2,74,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:31:00,29,0,73,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:31:00,29,0,70,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:31:00,29,4,63,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
2024-01-12 04:32:00,29,3,65,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
2024-01-12 04:32:00,29,3,68,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
2024-01-12 04:32:00,29,2,69,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
2024-01-12 04:32:00,29,2,63,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
2024-01-12 04:32:00,29,0,59,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
2024-01-12 04:32:00,29,0,58,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
2024-01-12 04:32:00,29,4,70,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:32:00,29,4,54,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
2024-01-12 04:32:00,29,2,64,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
2024-01-12 04:33:00,29,0,60,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
2024-01-12 04:33:00,29,1,60,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
2024-01-12 04:33:00,29,2,52,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
2024-01-12 04:33:00,29,0,59,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
2024-01-12 04:33:00,29,0,64,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
2024-01-12 04:33:00,29,3,60,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
2024-01-12 04:33:00,29,0,97,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:33:00,29,3,100,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:33:00,29,4,94,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:34:00,29,3,99,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:34:00,29,3,100,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:34:00,29,2,97,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:34:00,29,0,91,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:34:00,29,0,96,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:34:00,29,2,90,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:34:00,29,3,95,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:35:00,29,0,96,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:35:00,29,0,81,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:35:00,29,2,0,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
2024-01-12 04:35:00,29,0,0,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
2024-01-12 04:35:00,29,0,66,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
2024-01-12 04:35:00,29,0,35,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
2024-01-12 04:35:00,29,6,0,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
2024-01-12 04:36:00,29,0,0,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
2024-01-12 04:36:00,29,3,100,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:36:00,29,0,92,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:36:00,29,0,100,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:36:00,29,1,100,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:37:00,29,1,100,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:37:00,29,2,100,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:37:00,29,0,97,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:37:00,29,0,100,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:37:00,29,3,100,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:38:00,29,2,100,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:38:00,29,3,100,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:38:00,29,0,94,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:38:00,29,0,97,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:38:00,29,5,69,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
2024-01-12 04:38:00,29,2,36,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
2024-01-12 04:38:00,29,0,24,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
2024-01-12 04:38:00,29,4,100,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:39:00,29,3,100,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:39:00,29,0,100,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:39:00,29,2,100,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:39:00,29,4,97,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:40:00,29,1,78,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:40:00,29,1,73,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:40:00,29,0,0,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
2024-01-12 04:40:00,29,1,79,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:40:00,29,0,100,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:40:00,29,3,97,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:40:00,29,1,0,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
2024-01-12 04:41:00,29,0,94,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:41:00,29,0,99,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:41:00,29,0,100,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:41:00,29,1,100,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:41:00,29,0,84,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:41:00,29,0,77,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:41:00,29,1,97,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:42:00,29,0,100,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:42:00,29,0,84,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:42:00,29,0,60,255,255,255,0.0,1.0,0.0,1.0,0.0,1.0
2024-01-12 04:42:00,29,2,100,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:42:00,29,0,92,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:42:00,29,3,73,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:43:00,29,0,75,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:43:00,29,0,71,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:43:00,29,2,100,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:43:00,29,0,100,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:44:00,29,0,100,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:44:00,29,3,93,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
2024-01-12 04:44:00,29,0,89,255,255,255,0.0,1.0,0.0,1.0,1.0,0.0
